text,label
kunalkamra88 swamy39 teri okat gaddaro k talue chatne ki hi he,1
smartypoppat shkhrasheed kamal ka mulk he pakistan koi behen bhaiyon ko nahi bula sakta to koi najaiz bachon ko,1
tvmohandaspai how can we answer him sometimes i think that lathon k bhoot baton se nahi manate,2
ghanshyamtiwari janadesh se sirf utsah nahi hai dukh bhi hai aakhir 5 saal me kuch kiya bhi hai is govt ne and t co pgvgxrgrwq,2
ahmadfiroz9 arvind60042192 shehzad ind good you finally got it i was not discussing anything with you tum jais t co ytkcvc1cve,2
realshoaibmalik mhafeez22 therealpcb afghanistan ke against khel nahi paye yeh dono kya kheleinge yeh aage bak t co yfmbbbrfyo,1
ye to epic hai apne kartuton ki jimmedari irctc pe daal rhaa hai launda ehh ehh ehh ehh t co duycuypjqg,2
bittu7664 tum bahut mast kaam karta hai bittu bhai t co cqwql7vw34,2
maryamnsharif zindagi may pahli dafa insaf or qanoon par itimad howa kay ye chor tubber pakistan may oh sorry jail may eid juzary gi,0
imrankhanpti fata se muhabat k alambardar ttp se tou table talk karne ka kahty thy locals ki koi auqat nahi t co avf7lvjuvq,1
shukriasoomro bbhuttozardari shahnafisa it is sad that khusra himself was not beaten buggered in holy month o t co 4t2lewm8vb,1
not sekcy mis bayy noorulaintariq1 aintyou3 notyourbishh la ya li yes i'm witch,0
rt spazedude on my way to see miley fucking cyrus omg,0
rt maninder sarna cskkanu durexindia hume chaiye purush ayog we want men's right men's right are human rights jis din men's right ke k,2
guru 7 maine kisi ko tag nahi kr smjhe app even m enough to handle you guys alone i don t need bheed like you t co v7rdjvkt6e,1
dgsab babapakistan1 serif aik teekay ke zaroorat hay baqi sub set ho jay ga,0
amitshah manniye amit sah ji subhkamna apko ummide hai ki aap apne jimmebari ko desh hit mey aage badhayenge jaisa t co rfkz7oqay7,0
can't wait for chand raat jab mehndi lagy gi mere hath eidulfitr comingsoon,2
rehan ulhaq even ramadan effect not kicking this time niyat hi khrab thi is dafa bhanjon ko khila kar over abid ali,2
south africa ka aisa haal hai ki unke against koi nahi bhi khelega to bhi wo haar jayenge cwc19,2
ayeeee thnkuuu so much it really means a lot t co wmb66zlbua,0
farifusmani imsandy ind ani ye hindutva bhagwa aatankwaadi terrorist jaahil kutte hain inke munh nahi lagna but t co hylrdzcnww,2
rt rekha1571 arorakasturi dhan dhan satguru tera hi aasra bahi ji papa ji bless u family bless too ji thnx bhai ji,0
soni888soni rajabrar inc rahulgandhi maa k lodey 6283347818 no haiga mera phone kr lvi fudu saala bkwaas maari ja rea loda,1
jin dionysus meetha pani on gol gappa how why better you eat rasgulla then,2
arvindpachauri2 sir ji aapne hamare comment ko lik kiya dhanyawad sir ji aap apney sthar sey pharmacist key liy kuch karey,0
smritiirani narendramodi thanks ma'm we are always with u mauka mila hai toh aisa kaam kijiye ki jiski mis t co thaqoq4fbp,0
modi ji plzzzz is saal to kuch kaam kr lijiyega desh main halat kharab ho rahe hai videshon m apni pehchan se j t co 6yopviedkv,1
ajeetsi77257361 sacchai ko dikhana nafrat nahi hota mere bhai yahan koi nafrat nahi kar raha sacchai ke dar t co bx97bzxi6p,2
andikaaaditya no you re already in 20 s sudah tua ya bhay,2
shalinaahmed0 this is so true no matter what happens you just can't see your amma crying unka har aik ansu dil pe jaake lagta hai,2
yuvraj2202singh are chutiya fake video h ya footbal ka match dekh rahe hnn log pr andhya n k dikhe,1
vivekagnihotri jage tab se savera no holding back now is issue ko pure desh duniya me dikhana hai ek bhi hat t co p34rv3nbhb,2
thobcs bakwaas band kar which means i love you in punjabi urdu,2
cspdcl ki lachar vyavstha ke karan hum bhartiya nagrik industrial area housing board bhilai me modi ji ka shapath t co fo5rc15vum,0
maryamnsharif chori ka nazariyacorruptions ka nazariyamega projects mea commissions khane ka nazariya,0
smritiirani many congratulations to you mam please mam pubji game ban karva deejiye jisse children healthy or education per focus kare,2
rt being adhiraj loyalsalmanfan1 rajeevmasand bechare ko interview nhi dia bhai ne to rone laga,2
garv5137 mayankdeshmukh8 aamirkhan9889 quirkyind benarasiyaa uppolice logic toh khud ka nahi hai jab teri m t co des0kgbpbr,1
rt wtffell me giving my mom a month notice that i will be going out on this specific date at this time with my my,0
i second u par udta punjab kaun sambhalega sachin pilot can be second best option he is grounded and commi t co aztmcrozwh,2
shayarimran imran sir u are great and my big fan aap hmesa se garibo ke liye bolte nice sir,0
rt mr hasgaha showed my kids our arts crafts winning robertsspaceind starcitizen arrow commercial son cool does that mean your co,2
rt sanjayk03552783 bsesdelhi sir daily complant kar rha hu ca 150826181 ya kejriwal ke maa bhan ak kare tab complant thik hogi,2
rt sirpareshrawal ha ha ha dahi no no tonsils sooj gaye thay t co qji82hrp6t,2
are aap log to 1 month ki chhutti par the na rssurjewala tum logo ki problem kya hai t co qqzffmkwna,2
shahid siddiqui you and your bum chum owaisi trust pakistan and publicly sulk in india on daily basis you spoil t co 3bdy9hp3cs,1
345718 nk ankitjain237 isi ko kehte hai aankh mein patti laga kr k bhakti karna jaise congress kuch kiya hi nahi t co z8l3kjdm6k,1
maryamnsharif nawaz chor zardari chor faryal chor khaqan abbasi chor maryam safdar chor shahbaz chor niazi c t co 7lb7qh4kki,1
mast bakra phusa re windies bouncing out pak this is fun to watch wivpak cwc19,2
officialdgispr 27th ramadan mubarak to you and your family may allha blessings upon you n your family,0
divya amanna but why english is acceptable but not hindi matlab chachi ko ijjat nahi de sakte foreigner ko de t co 9xrkrmzsyr,1
railwayseva ac is not working when complained they created an issue and said i quote staff nhi hai hamare pass t co es98upovgj,2
parveen136 piyushgoyal arey parveen pakistan chola ja nei to nrc ayi gi to pakor jao gi our lath mar kor bahar ko t co zigkvbch5x,1
maryamnsharif kuti chor ki bachi jothi jothe ki bachi ap ne sirf london me hi mehnat ki ha tum chor ki bachi ho t co 5m05aegtgt,1
nargisafsheen99 aliwazirna50 shame on you tum log parhe likhe jahil ho but here is some thing i got for u smj j t co odfmkjtn5u,1
happy birthday to my brother ainias smith can t wait to watch boys ball out,0
shoaib100mph damag kharab a imad waseem ke jaga hasan ali,1
kiritvadgama good morning kirit sorry for the delay we are doing our best to be as responsive as possible i'll t co swqlsycuf2,0
anwarlodhi yeh tabbarh ns ko nelson mandela sabit karega ns toh nelson ke kutte ki ' bakiyat ' ke baraber bhi na t co 1lq10ot8yc,2
its badshah thanks for sab sahi hai bro ur ultimate,2
waglenikhil are u a fucking illiterate chutiye ja apni dimak ka illage karwa dont bark like a mad dog,1
fara yousaf api app b boht tezz daka hova match ko kah rahe ho k nahi daka atna mohbat payer hai pakistan sa k harte nahi dak sakti na,2
anisahmed36 desh ke gaddar to vo harami kejriwal hai suver जो हिंदुस्तान की army से प्रूफ mangata hai sadak ki पै t co 37rmosnb5z,1
flipkartstories flipkart lag ja gale ki phir ye hasin raat ho na ho shayad phir is janam mein mulakat ho na ho r t co km4l2ndlcu,2
just dial ransu india meri koi led nahi aarahi hai payment dene she pahale bola aap ko daily 10 led aayegi lekin nahi aarahi hai,0
malvikahariom malvika ji bahut din aap dikhe very nice shanndar tajgee good afternoon t co gicz8f8s7n,0
dad look it's the good kush this is the government dispensary how good can it be,2
suhana7880 hindu muslim ko apas me ladana aur khud baith ke italian malkin ke sath majje se isai conversion machinary chalana he,1
rt michelaustruy en direct des champs elys es pas 1 giletsjaunes super ambiance des touristes par milliers enfin on revit,2
safurayunus94 happy birthday puraa sorry semalam pukul930 dah tidur,0
rt nissar khokhar agr asad umar jaisy bndy ko hatya ja skta tu zartajgul ko farig ker denay k lia govt ko sochna ni chae,2
thelallantop dear saurabh ji requesting you please make video on emergency i likes your video very much special t co zvhfbyvlzy,2
anilabuttpti nhi is minister ko b farigh kia jaye humain aisi soch wale log bilkul nhi chiye humne is cheez ko kht t co rsmmpxyy62,0
narendramodi177 narendramodi kpsharmaoli jis din modiji pehli baar pm banethe tabhi bharat ki disha badalne shur t co zjnhstgp2b,0
aaj fir mard pm narendra modi lege shapath desh ko de ge fir safal netritv badhai good luck kafawardsfir dega awa t co lkqiai2fst,2
nzmalik10 ye naeem ul haq wheel chair pay pakistan may to bhagta phirta hay lagta hay is k bhi asaasay khulnay walay hain,2
thewirehindi pakistan to koi jayega nhi pr bahut jald pakistan jarur ban jayega,2
khushi tiwari7 simply beautiful yaar god bless her,0
aajtak rahul resign dega to gandhi family ko kuch fark nahi padega par baaki amcho chamcho ka pet pe laat ho jay t co pmitsqxdoi,1
narendramodi sir aap mere saval ka javab de nahi to aap bhi congress valo ki tarah chor hi honge chowkidar nahi aa t co zem25557k9,2
ashwinipalkar1 congress ne vote krke jitwaya 2015 me modi ko rokne ke liye bjp ko 2013 k comparison me jyada vote t co 5mxvewznih,2
rt mashalfatima13 ab inko kon samjaye ke jo maza shalwar kameez me hai wo suit me nahi we are very proud of our culture and no one can t,0
saj pakpassion this is not shalwar this is pajama pata nhi ye pajama kahan se aa gya pakistani qameez k neechy t co k15jifdlei,2
worst thing ever usay poetry ati hai r mjhy smjh hi nahi ati,2
rt marc me modi ji aap aam kaise khaate hain t co irhjpaz9eo,2
felicitous hawk jyada hoshiyar hote hai yeh log number lene ki ninja technique thi voh,2
old days me she sorry baby ab se nhi hoga esa sorry me it's okay nowadays me she sor t co 8pugutlkxp,2
rt i luv ayushmann me tired and depressed me after seeing ayushmannk ' s cute pictures khush and tandarust ayushmann sirf aap hee,0
in love with sadashivrao bhau की मूँछ arjunk26 so i want same t co pa2jvbk318,0
piyush goyal ko fm isliye nahi banaya kyun ki ca ko nahi banana unki to rail banani hai aajtak bjp4india t co qie7t4q4ff,2
glad mind noreen says aftari ki dawat hy zohrana nahi dena,2
atif ppp arsched tujhy bhe is k sath otha k chittar marnay chahyai,1
rt rohitinsan2515 good m rning pita gurmeetramrahim ji dhan dhan satguru tera hi aasra bless me to keep u in my mind everytime ble,2
good morning india shubh suprabhat bharat friends wishes you all a happy sunday vande mataram india,2
waleedpchoudhry yaar ye dp display plicture ka kia chakar hae munda kharab te nahi ho gia,1
ashutosh83b media bhed chaal se due rehena achha decision hai media is damaging democracy along with sangh parivaar,0
aapne camera lotane se pehle ek baar bhi nhi socha na babes ki hanumansingh ji ko kitna hurt hoga bs vapis dene t co nwyikakj0c,2
zeenewshindi mamataofficial ghamand ki parakashtha tum janta ki naukar ho bhoolo mat momina begam jo janta sir t co kvvbfgysup,2
tanyarlsub a moment to remember heart it is you are the apple of my eye miracle in cell number 7 bajraigi baijan one day dll,0
smritiirani main or pura desh apki jeet ke liye apko bohot badhai deta hoon nd ummid karta hoon ki aap agle 5saalo t co urxcbrdynu,0
nidhi in jaise bewakoofi bhare patrakaron ki wajah se hi hate increase ho rhikhud apne newsroom me us ldke ko bit t co dvobvz5mpz,1
educated bht zada educated samna kutta a jya to usko sheee ke jaga excuse me bolna waly,2
gafarshobaloju meedahh gafarshobaloju happy anniversary guys may allah keep the love and lubricate it with halal sustenance,0
tera ghum mera ghum hum sb ka ghum 1 hai in sha allah hum zaroor comeback kara ga halka ni lena pakistani team ko e t co y3rjevn4qi,2
rt kapilsh53407399 ravimla1857 adarniya ravi bhai sahab aap ko bjp ki jeet par bahut bahut subhkamnaye ab vesno devi mai ke darsan kar,0
sakhtarmengal teri maa ka phuda bhenchod gadar army should assisinate this bastard,1
kyu tum muslim rashtra bane ye tamanna rakhte ho isis mein kyu nahi bharti ho jate tum t co ynefx5bcnv,1
shekhargupta tejasvi surya jab sekhar ke likes kam hone lagtey hain to bjp ko praise kartey ek tweet mar deta hai,1
it's mean bachpan sy he imran hasmi ki fan thy hahaha t co pnjlj5cnuj,2
realmagasteve jali cat this is a republican indian on a tranquilizer dart,2
कबीर साहेब प्राकट्य saint rampal ji kabir saheb is our supreme god and lives in satlok he comes in all the four t co cizuqqbu6c,0
rt rakeshrkothari smritiirani ashabhosle respected madam smritiirani ek hi dil hai kitni baar jitoge jai hind you are an inspir,0
best of luck all ' indian cricket team aap se bahut umid hai esbar 2019 world cup hindustan ko dilao bhai t co ophldpaypa,0
charupragya cnnnews18 maryashakil you r a good leader like dr satypal ji i hope u will be in state assembly so t co krowen2bjh,0
rt glovies007 i cant sleep i m too ready ive married the woman of my dreams i m a father to an amazing little boy and another on the w,2
kirenrijiju congrats sir for ur new minister ab khelega india tabhi to badhega india,0
nupursharmabjp nsitharaman absolutely as we are looking for a naya bharat and all religions need to support it t co 1r3m6qwhxo,2
sumit wonder agar chapters on traders82 id pe pade hote toh shaayad yeh nahi puchte,0
pooja27246254 1 sahi kaha puja ji aapne aise murkh har desh me badne chahiye jo deshdrohi ko sirf sikhaye hee nahi t co su5jqlpmw4,2
sirchahal atheist krishna ani nahi rafael ko pappu ne uda liea aur coco cola ki sikanji ki thele me fit to nahi kar li,2
gautamgambhir today first time i feel you are on right path goutam sabka sath sabka vikas sabka visvash thanks again,0
su4ita fake feminism tere pas hi rakh sali tere jaise kuch kamini ki baja se puri woman community ki naam kharap hota hai,1
789fatehsingh sir is bar agar election mei khde hue to nhi jeet paoge koi nhi dega aapko vote kyon ki aapne apne a t co esmms7f6mn,1
hussorks akash khiladi bc baap se ayese baat nahi kerte understand t co vxbupuylpo,1
pbhushan1 tum jaise c ko mandate nahi samajh aayega dalla of indian jurisdiction,1
in 1992 we lost from w ibut we won world cup in 2007 we lost from w i our coach died now we have lost again from t co cdriu3qtks,2
nidhi modi pichle 5 saal main sarkar ne kuch nahin kiya uska natija yeh hain bhakt lekin last sarkar to aapki t co pqiom9l1n1,1
me playing yoosung's route he's such a cinnamon roll my heaaarttttttt baby boy must proteccccccc t co rb7enxigzr,0
pradhan mantri modi's raksha kavach why india's women helped pm modi emerge stronger in 2019 t co a7xxlejk2n via dailyo,2
2019 pulwama attack ke bad hamare desh ke bade bade khiladi or buddhijibi media pe ehi bolethe india pakistan ke sa t co yyamztkqmd,2
hammad chloride marzi h gr k pass paisy lagaingy yahn free m mil jna tjhy,2
this cosmetology job might be a great fit for you click the link in our bio to see it and more specialty artist t co amuatowrpp,2
rt winnervoting4 to our maknae leader yoon please get well soon please take care of yourself rest well sleep well and eat well,0
eyad refaei lool i need my streak to be always on point,0
sehri o aftaar no one can serve like karachi ma sha allah karachiites always perform their role as elders alla t co 3jujuu0axh,0
avinash kadbe anjupra7743 ayushmannk bhimarmychief roflgandhi jarariya91 bahujan4india ji nahi aisa kuchh nahi hoga,2
askstar kya iss match me del sten ko khila skate the,2
election me virodh karne wale duri banaye rakhne wale neta ko personal attack karne walo ki do se char din me hi t co txhn7uxk3q,2
rt r k khass drama is real life example for all those good people k agr ap zaroorat say ziyada achay hogay utnay hi zarorat say ziy,2
lambaalka to kya hua jo tere jaise chutiya desh main hai or gund failaa rahe hai karna varna kuchh hai nahi hai b t co bwppc14mdm,1
mahende67015515 rahulgandhi maa ko pairo se nahi raunda jata kya koi apni sagi maa ko pairo se raund sakta hai t co jjzongioha,1
crank that maheshtibrewal venkatvignu maa k lode teri amma kya tune to dharm ko chod dia h bhenchod randi k b t co urfhm2urjh,1
2 4 hey nang wassap i miss you na hehe see you around lang ah goodluck sa college life and maging fa kagd na s t co 2woiu3vusz,0
shri narendra modi to bhagwan se dua karta hoon shri narendra modi ko meri bhi umar lag jaye aur dusri baat main ke t co tqgf7loma6,0
rt cgm mh bsnl it is indeed heartening to have this great team of shri rsprasad and shri sanjaydhotremp at the helm of telecommunicatio,0
rt sugawifeu98 ulang berhubung kakak jin bts twt kemaren rambutnya warna ungu jadi aku adain give away pulsa 10k untuk 3 orang pemen,2
nidhi india rj desh chunatiyo se nhi in jaise chutiyo baba se pareshan hai baba ko pata na tha reallyswara dig t co xcebg4b248,1
angar dotani rose ali8 khud ko ahmed shah ki aulaad smjhne walo apni dado ke tappa sun'ne ke bajae actual on bia t co eziahe4wtc,1
devraj chettri farah17khan yadavdimples thesamirabbas tum sala chaukidar hamre desh me rahta h chowkidari kr jy t co 7iuetmbzhq,1
new adulting level unlocked unironically excited to claim my driver s license and umid tomorrow alam ko hass t co glgggxuicg,0
myogiadityanath sir ji pranam mai intizar ahmad sultanpur se sir ji hamne aap tweet ke madhyam se apni ek ek sthit t co vy9rqiqkns,2
rt skull baba sirf yahi aadmi modi ji ko maat de sakta hai t co 57iiaii6ny,2
sardanarohit tum jaise log tv studio me batkar bjp ki dalali karo totally channel aur opposition ko gali do g t co rwqrzbcakd,1
jhasanjay no job then eating shit only mufat khana daru pina rahul ka nam japna hi tumara kam hai dhechu dhechu kahika,1
rt baynesfanclub not lebron not shaq not kobe not mj aron baynes is the only player in nbafinals history with a career fg and ft o,0
rk6359 dhanrajmadesiya kamine bohot maar khayega tu khana nahi khatam hua tha it's just jab tak hum free hote t co vbhw9z0ylr,2
congratulation churu jile se mp banne par hamare yuva sansad ko mantri mandal mein shamil nahi karne ka gam h t co 9li6xlhk5z,0
bluesky93697517 siasatpk bughz e imran me log kafir bnany ko bhi tyar hain allah hidayat dah tumhain,0
rt rajeev mp my big heartfelt thanks to all of my friends n wellwishers who wished me yday on my birthday ur goodwishes n support make,0
rehamkhan1 samajh skty hain aapki kiyon phatt rahi hain itni nhi gayi hoi hay is pic ko daikh kr jalo mat t co 2m8ir6e4y1,2
ra bies why kerala lungi is the best invention so far,2
zeenewshindi sir logo ko apse bahot ummide h best wishes by a citizen,0
rt barbiefobia oh my god yoongi said in my body i ve got a dna that loves army and went all shy right after i m absolutely devastate,0
syedrazaabbas and tmrw is last jumma of ramadan so dil khol ky mangein gy dua,0
ppbajpai lifafa milna band ho gaya h kiya abhi abhi tumhare exit poll ka jabab janta tamacha mar kar diya h t co pogrrs5rwt,1
saale sitiyaaabaazi ki kiye tinder hai twitter nahi t co of621es9ky,2
narendramodi today is great day for sri atal jee and sir you had made him proud bharat mata ki jay,0
modi narendar sir good morning मैं सत्यम कुमार गुप्ता सन ऑफ कन्हैया प्रसाद गुप्ता ग्राम पोस्ट रामगंज बाजार भदौरा t co djf8rltc7s,2
vikashk98936087 sardanarohit well said brother modi media modi je haatho bik chuka hai shame on all the anchors of modi media,2
i am sure cricket ka crown to india he jeetega cricketkacrown excited for engvsa match,2
tejasvi surya absolutely well said modiji seemed more confident than 2014 so more power to him in his second st t co gkwtnbjqq5,2
saleemkhansafi sir dil per na lena media politician ke samna jardin na jukti politician ke kio jhurat nhi hoti corruption krna ke,2
wow so fuck me huh my dad rlly buying my sis a brand new whip bitch can't even drive,1
rt srkian faizy kamyabi sirf paise kmane ko nhi kehte jo har dil me apna ghr bna le wo bhi bahut badi kamyabi hai or shahrukh khan ne,0
vagdia m mahendra899 they tried to reach to 56 inch but restricted to 52 ye modi ji ki lakeer hai pahuchna aasaan nhi hai,0
waah mc is so cute t co sqbipoxdwx,0
rt bhyanjaat1 cmohry narendramodi sir group d waiting clear karwa dijiya ab hamara future aap k hatho ma ha sir bhot mahnat karke test,0
3 my favorite oc is the one i've personally made based off of me myself meet ashio burai 3 t co usez2meure,2
incindia are sare spokesperson kyu hata deye 1 month k leye muh dikhane layak nahi rahe kya koi election pahele to bahot fudak rahe the,1
meryveer gud than better for uh wasy b ap ki api's boht han na idhr enjoy,0
rt sanjays81301051 auro mere thanks for appreciating my feelings sharing a message from the mother which i needed the most love u moh,0
best yehjawaanihaideewani dialogues to celebrate 6yearsofyjhd 6yearsofyehjawaanihaideewani view here t co eiv7rt1kfl,2
lostboy54 muskanquadir123 lostboy54 sale teri yad nahi aasakti meko,1
itne saal congress ne kya kiya 65 saal tho unhe ki raaj tha saara chor ghotale mein bahut mast teh t co w0wqwvjtzj,1
dchautala phogatritu mlkhattar aise bhan k lode polis wale ko bich chorahe pr khda kr k goli maar do sala police t co y2v3bviyli,1
me she does something wrong and you apologize everytime why is that friend uske vaja he na hai pun,2
hum a raccoon or a squirrel maybe a chinchilla on a good day after a good night sleep t co xdhcffntm1,2
maria memon first best hai apko sharam krne chahe us se aise dekh kar,0
remasterederic yabba dabba doo cant wait to see that extreme makeover yessss,0
maryamnsharif haha nawaz ko jo juta mara tha molvi nay wo zada skht bezti ti ya yeah wali justice faiz isa sy faisla krwa lety hain,1
jab pakistan ki taraf se holi bari hoti h to bahut chillate ho aur ab pakistani cricketers ki leke baithe ho shame t co cmvnhvkqqp,1
popat patra who said bjp is desh ki ameer party bjp is worlds richest party,2
timesnow aur mamataofficial ne kya religion ko ' ivanka card ' ki tarah use kar rahi thi aaj tak matlab hypocrisy ki bhi hadd hoti hai,2
ashokkumar21219 congress ka bantadar tho congress ke gulam aur chamche hi kar rahe hai accha hai ye log ais t co mreucecigv,1
legendonnaib jattisays bhai maine inko inke haal pe hi chora hua hai par kya karen inko kisi problem me dekhte ha t co cmjhybgy04,2
piyushgoyal mahoday apko bhadhai apko awagat karana hai ki train no 14216 ganga gomati lko se prayag raj jane w t co m88nogqnrs,2
sardanarohit tumhare jaise dalal ke show me jake karega bhi kya tumlog anchor thodo ho bjp spokesperson ke jaise t co jda5gwo61u,1
rt lesego motlhako coruscakhaya patriciadelille nice one khaya i think it s a simple rule of life never write anyone off tables t,2
fignhoney ashwanikapoor baaki sab tho theek hai yeh gym membership kahan se beech mein aa gayee a little too t co n6bxvrmiso,2
mihirkjha yogendrayadav mihir jha saale paid it cell troll kitna fake news failaega sanghi,1
binakahelunga nirmalogy bulla bhaiya babaji ko bolo unblock kare please t co qywbdhxhnw,2
sir ghoomta hai maza ata hai rat me sapny ni aty neend achi ati hai ik dum mast ft kamlesh t co uhst8pqeao,2
styleslimited allah pak kamyabi ata farmaay lakin middle k exam to ho nahi gaay howay,1
pokershash asadowaisi miyan kahan chup ke baith gaye fake news par toh awwaz uthao musalman ko 2nd class aur 3rd class nakko banao,2
maryamnsharif kyon doray na karay ky sab kuch girvi rakh kar just nahi bhara jo ab tak lalchi kutay ki tarah raal t co xnnniisz7m,1
rt zeetv team kalank is ready for a lot of masti dhamaal with li'l champs don't miss kalank special episode of srgmplilchamps sat s,2
kashif83908872 teray khan ki her orat ki choot me meray khandan k her mard ka loragift giftloot lay madar chood,1
sushmaswaraj ji jaise minister koee nahi tha koee nahi hai aur ho payega she has endearment lovely nature t co 6wnkfnljy1,0
imvkohli msdhoni paaji you both are my favorite we know we loose win allot there but it's time to lift the t co fbvcco60zj,0
narendramodi in narendramodi sir pahle se dher sari subhkamnaye hamare pradhanmantri ko motichoorladdocake s t co blbylfziok,0
until and unless you don't hear mauka mauka song it doesn't seems that world cup has started maukamauka worldcup2019 worldcup,2
rt angadimp humble request to all my friends party leaders karyakartas well wishers wanting to meet me greet me on my birthday with,0
sardanarohit sarangdhar14 1969 me aslli congress vibhajit hoker janta dal me vilin ho gayi,1
hey everyone follow her raveenwajid interactive newbie bomb tweets good humor bhot achi hai plis follow raveenwajid,2
aabed nawal you don't need to thank me dear you are such a lovely person and i'm so happy that you are well jus t co q3gpyptrkt,0
khiladi desi iakshayskhiladi shanuakki07 narendramodi beingsalmankhan akash khiladi khiladimaniac t co 6opnnyoowp,2
dear sir narendara modi ji main ek jajav samaj see hu aur appko samathan karta hu lakin sir appse ek request h vai t co 9gxgyyb7b5,2
sardanarohit aajtak sir ye election commision ko gali nai de rhe ye govt employee ko gali de rhe jo election krata hai,2
buttproudmother javerias main hairan hun pata nahi kaisay baap dada ki oulad hain ye loog ke jinho ney koi ac t co 8cqhzttxfd,1
sachynm sarkar swati no one's asking ur approval reality will one day slap u all to shameful oblivion t co eszd13fmvz,1
asamkhan852 iska ek hi hal hai en haramkhor afghaniyon ko nikalo mulk se bahar phir dekho kaise marty hain yeh suwar afghanistan main,1
aanchal ty11 ak hi dil he kitni baar jitoge super line,2
timatarwala vips1705 peacefulrumi naikoo ki maa ka bhosda,1
kaash aisa hota darshan raval official video indie music label latest hit song 2019 t co wck7juu8zv,2
ppbajpai tu to 50 saal main bi bhadwagiri nahi chodd paya presstitute we have elected govt not ur fathers,1
jitupatwari t v debate me congress ka koi pravkta nahi pahuchana kya bhadve kaha se laata h itna nichpan,1
mere bhai zeeshan yaseen ka likha aur mere dost ammar ali khan ki awaz mai gaya hua world cup 2019 ka special song t co qj4ycjojiy,2
70 chances isika fayda milta hai eid samajke acha booking hota h baadem pre eid v ho sakta t co enyetvecdq,2
manoj2367 manoj jo phir toh aap bhukhe mar jaenge kyunki rahul gandhi iss desh ka pradhanmantri kabhi nai ban sakt t co r7qjpwfwub,0
bsdk sharm he tuje bhade ka anti indian had he bc ipl ka fever utra nahi abhi tak kya t co c0bfb1g1tb,1
ab nahi bolega ye pattalkaar t co xfnyth1cle,2
baji no offense pr gents mehndi laga kr kerin gy bhi kya wo men hein women to nahi t co qsyiiy1lvy,1
akshay34340208 whosunilgrover inhe sayad pata nahi jo janta ko pata hai ki ye dono milke chand chand laga sakte h t co wnlaqfrpo1,2
nomansarwar77 umaidalibaloch baatein tho badi achi lekin jin ko ki hain un ke skulls gobhi ki tarah hain un ko ka t co qvqhhcld2p,2
rt repriseyas lopawalawalkar isourabh12 iaroramayank you three made udantashtri sooooo khush today via ur tweetz convo uske l,2
asif farooqi gut nahi gandi feeling edday tussi peer team he harwa di aap ne,1
jagadkartik nazfsid2 anu parmanu joydas reallyswara han decision kharab lega neta chor hoga to aisa haal hoga t co p73nzcxk14,1
so today's eric girlfriend's special day happy birthday nagyeogn may all your wishes come true dan salam kenal,0
rt surendr72002419 2019 me sp bsp khatm ho chuki h congrss is mauke ko machuaro kashyap nishad atipichde dalito adiwsi muslim vnchit jati,1
ye garib nhi balik ye desh ko garib banane me jhute h agar ease hi chala toh desh me 60 log toh kaam karna hi chho t co dhq5sm1u9s,1
vegerotjsp rajesh rajee im arani bezawadodni2 lavangam35mm varna hilane ke layak bhi nahi rehga,1
ye madar chod molla hamare shamaaj me hindu bhaiyo ko jene nahi de raha hai aisi hi ghatna up se hai hi jo ek hind t co 98ogqjifgj,1
pawandurani life is beautiful since december 2018 hope it's the same at your end i think i will watch some good t co za2v4rcktp,0
sushantbsinha amitshah sir videsh matri ka option dete toh kya pata neighbouring countries me bhi bjp ki seaten aati,2
sirpareshrawal they r preparing for massive loose in 2024 bhul dikh hi nahi rahi he sudhrenge nahi ho or buri tarah harenge,1
geetadhiman8 gurmeetramrahim amitsony66406 dhan dhan satguru tera hi aasra sis ji pita ji bless u too ji thnx sis ji,0
saltlimesoda nileshg6838 bandar saale ko kya pata hoga iske toh naam me hi bandar hai iska ring master koi shakha me baitha hoga,2
rt laurajanegrace first thing i wanted to do when i turned 38 was release a record thank you bshq for making it happen bought to rot,0
bhowmikkausik egghead indian anuraag saxena bc jo pehley aukat dikhata hai usey usi k aukat pe aakar samjhana t co 85zvsf7jmm,1
amjedmbt bc usko chodo isko koi 3rd degree do jail me le jakar jab tak aise keedo ka ilaaj nai hota desh me mus t co sxatuyegaz,1
narendramodi i love u modi ji maine kavi netaji ko nehi dekha aaap ho mera netaji bharat ka netaji t co qr5qaivwxm,0
narendramodi india mai mera nazar mai srif app 1 hi insaan ho jo kisika v taklif dur kar sakte ho plz sir india s t co 7nb9vgvmqt,0
rt azkhawaja1 malik rashid aur mujeeb ko aise rok raha hai jaise ball nahi grenade phenk rahe hain embarrassing,1
rt vitalmaheshwari drjitendrasingh increasessccgl17vacancies increasessccgl2017vacancies pmoindia narendramodi sir aapko modi ji ki,0
chhavidr chhavi yadav be like this be courageous be bold be with right we r wit you,0
narendramodi very nice sir aap ko hmare trph bhut bhut hardik subhkamnaye or dher sarin bdhaiya bjp and modi j t co m0qumftysz,0
sare muslim logo ka theka imrankhanpti asadowaisi kavita krishnan reallyswara a logo ne le rakha hein leki t co dd3e9gtl1d,2
900 786 1 you are a nice guy kbhi kuch bura ni mnaty hmesha khush rhty or dusron ko b khush rkhty stay blessed,0
zarmanb weuttarpradesh bareillypolice uppolice chal be dalle sale hrami ke pille haven't u hear they were eati t co uqrl6lb06e,1
