text,true_label,predicted_label
evm ke harware me setting karke chunaaw jeetaa gya hai election commission pese khaakar bjp ko jitaya hai hardwar t co zaedxelxro,Neutral,Negative
younaskhan86 imran khan ki itni okat nai he k wo pakistan ko 70 saloon me b super power bana day wo hi kr de jo t co 66z6py5ixc,Negative,Neutral
badtaemiz it's alright we can hear the music hoseok really loves her halsey achi baji,Neutral,Positive
chahun mai ye chahun dil se mai ye chahun dragon ke sath ud kar dur desh chale jau t co l1exkykznb,Neutral,Positive
thinktankpmln7 admin tera par lanat and all pmln par lanat kanjars,Negative,Neutral
ganemsalauddin rangoli a kanganateam advani kiara karanjohar tum logo ke bolne se koi fark ni pdta usko usk t co 0tixqx05kw,Neutral,Negative
rt bukowski quote the nine to five is one of the greatest atrocities sprung upon mankind you give your life away to a function that doe,Neutral,Negative
khud ke rs se hi dalwa raha thhaa khangression ki tarah bheekh to nahi maang raha hai t co lwzuhw00tv,Positive,Negative
chitraaum sabdo ke marham se ye gahra jakham dur nahi hoga in bacho aur bachiyo ko bhavbhini sardhanjali aur pari t co 5vi6lfdwyc,Positive,Negative
nai rajya sarkar banana usmen awsya hi bjp mla ko kharidegi to bjp ki niyat par bhi janta men awiswas phelega isliy t co ujgxrqlxgf,Neutral,Negative
rpshrj anupampkher gurudronachrya arre apna failure nehru ke naam laga dete hai ye log gdp ki baat karo pichle t co gizeieumcc,Neutral,Negative
sanakhan pk aurton ki aqal pe prda hy unhen apne elawa kch nzr nh ata,Negative,Neutral
rt darsh89834552 increasessccgl17vacancies pmoindia narendramodi drjitendrasingh modi ji aapko apke vapas se pradhan mantri banne ki,Neutral,Positive
bharat win are bharat win i'm 100 sure pakistan ki napakk hatkato se islam bhi sath hi khatam ho jyega pakistan ke,Negative,Positive
womenofcourage good morning sohne pyare rabb gurmeetramrahim sai ji dhandhan satguru tera hi aasra bless me p t co mooa6pcdff,Neutral,Positive
coruscakhaya patriciadelille nice one khaya i think it s a simple rule of life never write anyone off table t co fg412pzxeg,Positive,Neutral
fut sebtoogood tburrettl kmt can t wait to get my psn back so i can use him got him as red pick,Negative,Neutral
lady rahne very nice ane you killed him with a shotlock hard to do for that boss congrats,Positive,Negative
bengal bjp mei tmc ke kuch galat neta apne app ko bachane ko jogdan kar rahe he isse party ka support barne ke baj t co j2fxr0o0im,Neutral,Negative
ar y k rajivmessage rahulgandhi incindia bjp4india logo ka dimaag chutiyaap hogaya hain haraa dikha nahi ke pakistan se jodh diya,Neutral,Negative
pakistan k army songs suntay he dil krta h bs aj jung ho he jay,Negative,Positive
sardesairajdeep band baja to ab bajne wala h mai to 6months k baad unlogo ki talaash mai nuklunga jo ye bol rahe h t co uocr3uesuc,Neutral,Negative
whosunilgrover sunil sir apki movie aane wali h ek jawab dijiye pls the kapil sharma show me aap aoge aap ke t co 2wo60vbnsp,Positive,Neutral
atifkhan0786786 mere samne mt bolo tum bolne ke layk rhe nhi ho smje bolne ki himmt nhi hoti he to block kr dete s t co ikxhq49exc,Neutral,Negative
asherloraine cheer up hehe labyu t co jeitba5jbj,Positive,Neutral
sureshchavhanke sureshji jayeda se jayeda pead laye wo bi neem ke taki mousam me tandak rahe or ye govt ki hi nhi t co klbkgpvgor,Positive,Negative
upasanatigress aesa to nahi bus inshaniyat honi chahiye warna hindu aaj bhi islamic country me jakar paise kama ra t co ymf3zv3ubt,Positive,Neutral
how's the chamche kya haal hai chamcho ka bada chilla rahe the lahul gandhi bn gaya pm,Neutral,Negative
punkistan pakistan ka worldcup jitega ya nahi worldcup2019,Positive,Neutral
fekoslovakian anuraagmuskaan congress k debate me na jane se iski dukan bandh ho rhi hai iskiye ye bechara bhokhl t co yoajcy6smj,Neutral,Negative
chotay chor hi kal ko daku bantay hin zartajgul should be reprimanded s that yeh kal ko nawaz zardari na banay t co tvigsn4c5d,Positive,Negative
smritiirani bjp4amethi nitin gadkari day 1 kaam chalu salute hai poore bjp4india ko,Neutral,Positive
rt singhpunches jaise hi modi ne aam muslims ka vishwas jeetne ko baat kahi to jhtt se muslims ke thekedaron ke pait mein maror uthne lag,Positive,Neutral
all i m looking forward to insha allah t co rpqrowllg0,Neutral,Positive
haar jeet ek hissa hai jo bahaduri se laden sachhai ke lia bharat mata ke lia wo haar ke bhi jitega wish u bett t co bwiqukms5m,Neutral,Positive
she break up is the worst feeling he kabhi halmet pahen k bike chalatay hoy srr pay khaarishh hoi h,Positive,Negative
hertaetae is hisab se apka jaisa bio hai desiarmyandmint mandir ban jayega zaroor bharat aa gye to,Positive,Neutral
manna pdega ap logoko 6am se continue live repoting krte rhe subh se shaam shaam tak aok shwetasingh t co frvnjl8nap,Positive,Neutral
ravimla1857 adarniya ravi bhai sahab aap ko bjp ki jeet par bahut bahut subhkamnaye ab vesno devi mai ke darsan t co eitejsdyi0,Neutral,Positive
ndtv mai ishwar ki kasam khaya hoon desh ko bech doonga ambani se mil ke evm programming ko chhupa ke rakhoonga t co kiet2epxm7,Neutral,Negative
golden words har lafz me matlab hota hy aur har matlab me farq hota hy zindagi me 2 cheezen totny ke liye tco tebjq35szt,Neutral,Positive
jashipur ka electri department world ka sabse matherchod he aur yeha ka local neta to puchiye mat,Negative,Neutral
sonamohapatra sonytv aur tu is pr bhi attention lele bc itna effort apne jhaant se career ko improve krne me lg t co ef4qrplxbe,Positive,Neutral
me dosti karo gi she nahi mery ghar wale ijazat nahi dete me haan mery abbu to jese pakistan poondi associa t co qievjouesz,Negative,Neutral
beingvipul01 shreyayspeaks kunalkamra88 swamy39 court to wo modi se pehle bhi ja chuka hai 5 saal me feku ne k t co 8amgpwxr4o,Negative,Neutral
to all congress supporters remember maukamauka ad on star sports during cricket world cup keep your crackers for t co fcn2gzw6xe,Neutral,Positive
pahuch gya vikrantgupta73 bc karne uk shubham04 keep an eye on him,Negative,Neutral
trafficggm singh mighty dcptrafficggm concerned ti ko yeh khud dikhai nahi deta will you take action against the concerned ti as well,Negative,Neutral
aise ladegi congress sangh aur bjp se haar ka sabse bada reason soft hindutva hai rahulgandhi t co oackmwun4h,Negative,Neutral
rhysstrongfork rhy i cant you just reminded me why i love the fuck out of you though,Neutral,Positive
is baar rohit fhir 200 run banayenge aur india vs englnd final india 3run se jitega india askstar,Positive,Neutral
yadavakhilesh babuya kya karoge aab obc aur sac st ke dialogue bhi kaam nahi kar raha no modi will ban caste sys t co o4fkigmblj,Neutral,Negative
tarekfatah i am really proud of my team s captain for promoting our culture nothing wrong with that chotay dimaa t co n9rpfzrhsn,Neutral,Positive
bhootsantosh nahi chahiye 5 kg gas cylendar main bhi scientist modi sahab ki tarah naale ki gas se chai pakoda ban t co eeeeuteuou,Positive,Negative
all secularists should sit outside mandir with bheek ka katora allah ke naam pe de de baba what did you learn a t co a66droepgp,Negative,Neutral
zeenewshindi language problem players samze 100 dijiye 5 jyada de diya,Neutral,Negative
kyaaa happy birthday jyuto posting a day late but so happy the few jyuto items i decided to purchase actually t co xiicvqpsyq,Neutral,Positive
phata dhol my bad cant be agree more we are way far safer within family marriages at least our parents ancesto t co nsphmvhczw,Positive,Neutral
warsisony mera behen warsi sony me esiliye evm nahi ka gutala nahi mantahu kiu ke congress sp bsp ncp aur dus t co v9m1hckvqn,Negative,Neutral
itsbrayo2 djtenkenya alibabakenya milele fm happy madaraka day m'press gladyshope6 elewa reggae apana lewa reg t co b6xik6gajj,Positive,Neutral
shikarpur siddique maari soomra muhallah curcular road samait mukhtalif elaiqon ki bijlee guzishta 18 ghanton se band shahri pareshan,Neutral,Negative
sachinyadavvv pagal aurat iammafiaa imrankhanpti itne kalay log pakistan mei nahi hotay hamary bhikrai bhi amb t co sjsniaimju,Negative,Neutral
roflgandhi shayarimran nehru gandhi ke nikammepan ko sirf 10 saal me hi thoda hi theek kiya ja sakta hai iske l t co dkrsgt4oen,Negative,Neutral
bhimarmychief mein bhim army ke sansthapak chandar shekhar ajaad ji ko sadar pardam kata hu aur mein kahana chahat t co zxzg8zes1m,Positive,Neutral
piyushgoyal narendramodi piyush ji desh ko aapse bahot ummid hai indian railway china railway se better honi chahiye,Neutral,Positive
arcinme debkumardasgup1 tomarrawat sulagnadash6 ashokepandit gvnair91 lol chacha ka majak nahi chacha mc bc start kar denge,Positive,Negative
guys fyi i changed my username from sopesnakeu to hoseokvotary hope you remember mee hehe,Positive,Neutral
swayampriyajiii virusuncle virusuncle k aise hi notifications km ni hote hmlog jhooth ka ar badha rhe hai block maarenge dono ko,Neutral,Negative
ye do kaudi ka feminism apne paas hi rakho dulhe ki dulhan hi hota hai na suraj ki dulhan nahi likhegi to ky t co oey9ygmrxz,Negative,Neutral
shreytiwari7 rajatpraja1234 nitinbhansali priyankagandhi lekin tumhe matlb ki baat isliye pta nhi chlti kyoki t tco km0qsfpcvf,Negative,Neutral
drkumarvishwas aap bhi nikle the lekin halaat yeh hai aaj kal dhobhi ka kutta na ghar ka na ghaat ka or jinke k tco oroci0k110,Neutral,Negative
dear students agr tumne kabhi tumhare tuition teacher ko fees ke liye nahi rulaya to kese student ho tum,Negative,Neutral
nationalist om aap sab accha ho par ram rhim such banda hai inhe nikle t co 8bko6lcxtj,Neutral,Positive
vaishnavimac hiiii doll mom ibam ur big f n mom ivask u some about my life inbox me please m hmesa apke ley t co j6o8z3yyau,Positive,Neutral
paksarfrazbugti aaj bughti sb ne jo vedio share ki he is vedio ko koi media nahi chalaye ga is se mengal sb ki r t co opulc7hdha,Negative,Neutral
rt its wrath hi ooooo i love this a lot thanks turly032 t co iblciznie2,Neutral,Positive
sidtanwar rahulgandhi with love chor bolo with love beech bolo with love maut k saudagar bolo with love bic t co mvduhboahf,Negative,Neutral
next trip i go on needs to be a baecation well when i get a bae lol we going somewhere,Positive,Neutral
nehabansalbjp baki abaadi ka bhi nikal ke bolte tho achha lagta why polarising better shut for 5 years,Neutral,Negative
still when i watch this episode with my mom she says no one is like shah rukh iamsrk i believe you rule ov t co 4jyf5ogr58,Positive,Neutral
lizreedpah you are beautiful looking very beautiful i want to friends ship with you my name raza bhatti i leve in t co a8rnoadnm9,Neutral,Positive
how can people consider if a girl using social media it means she wants to sell herself log social media ki k t co zroxb8lqng,Negative,Neutral
nikal gya wo kandhe me maa bap ki ummeed leke vha phochte hi ni samhal paya apne kandhe ke bojh ko or gir gy t co c38ob9wejo,Neutral,Negative
rt evolveleadlove sherbet of the day is kacche aam ka sherbet raw mango sherbet pulpy filling sweet sour tasting juice helps fight he,Positive,Neutral
shivaroor not a modi fan here bt idk how they can preach love when they tweet modi should die matlab khud ke di t co rqug0l9loe,Neutral,Negative
iqrarulhassan fabiha cat world best bro iqrarulhassan slam h apko,Positive,Neutral
subhashpophale simplyashokkr vikasbha abpnewshindi even the person sharing it knows it is fake not only this v t co lmzhgxxdqs,Negative,Neutral
manniy pm modi ji ko chunav me jeet hasil karne par bahut bahut subhkamnaye t co ur4ssl1p1r,Neutral,Positive
rt sanayairanifc such a beautiful photo sanaya with the parents to be barun and pashmeen alongside mohit dalljiet sakshi and akshay,Neutral,Positive
rt jennapal music is my life thank you to chhote ustad salman ali for posting this on his instagram stories today salma,Neutral,Positive
holykaaba sabhi ko jai shri ram dusri baat hamare desh ke musalmano ko batao ki modi ji aye hai wo bhi allah ki h t co jel6hagnfr,Neutral,Positive
yaar bc koi iske saath khellou hadd hoti hai ignorance ki t co r5csrxephb,Neutral,Negative
hope someday charminar doesnt turn into a vendors cloth hanger chaddi sale spot sale right onto the gulzar hauz t co zl8ezhto1b,Positive,Neutral
saket71 mamataofficial or congress jal ke rakh ho rahee hai aur baba ab bhi jhoola jhool rahe,Neutral,Negative
syeda2246 nahi nahi nahi hargiz nahi dr k pass jane se pehle main bhi aisa sochta tha aap ko bhi zaroor jana t co p8kazihznj,Positive,Neutral
mushira91841522 rubikaliyaquat mushira91841522 wahi jo phle bolti aai h triple talaq band karo halala band karo t co cam1tw309g,Negative,Neutral
worldnotobaccoday parmatma ko prapt karne vale marg ko tambaku ka dhua band kr deta he is liye tambaku bhagt ke t co bnug0jbpfx,Neutral,Negative
and you people give respect to him lol jo apne motherland ka nahi hua tumhara bhi nahi hoga india me bhi kai kami t co jsyorz7fio,Negative,Neutral
incindia rassi jal gaya lekin aithan nahi gaya rahulgandhi 52 hi kari ho bjp ke liyeinch inch ki ladai karoge t co wtyg3kvad9,Negative,Neutral
mahlogo nolo weni ankere o gae this weekend,Positive,Neutral
hardikpatel itna kya bokhla gaye jo yahi bhul gaye ki bharat ki janta ne hi bjp ko chuna hai hare hai desh k gad t co u8ma228bui,Positive,Negative
pendharkarrahul sir hum aapki tarah virat kahan aap to hit hain aapne to 5 saal pehle bol diya tha ki nda ko 3 t co k6h9cgcm4s,Positive,Neutral
majorgauravarya iboredbanker jay hind jay jawan jay bharat i proud to be indian army bhartiya jawano par hame ga t co 3vbwtrvkao,Neutral,Positive
govt na sub ko court ka pcha laga deya kui be govt fail h ke bat nai kr rh is ka faida pti ko ho ga,Positive,Negative
hj6fyqsscudclt5 rapstar surya surya ji kyu chinta kar rahe h inkrle 1 inch jameen lene ke aukaat nahi ab ye rss ka new india h,Negative,Neutral
khabar bar yeh bjp aur godi media kay ghar ka mamla hain koi kyun bahar dalega woh sirf dusre party kay bare main t co elawegrcvo,Negative,Neutral
arunjaitley b j p jindabaad my family members all sapotar only b j p,Positive,Negative
bbchindi kya hua nhi bulaaya to koi kanoon hai ki dmk ko aana hi chahiye pata nhi ye bbc kabse pagla gayi hai a t co jhvqw07xq1,Neutral,Negative
pm narendermodi garw he ese bete par appki mako ki appki mom ke sath app apne desh ki sabhi maao ko bhi support ka t co i0ng0wjoxp,Positive,Neutral
kya batting chal rahi haai pakistan ki akela babar azam kya kareh or sa team ki batting daikho aesy khaila kro yar t co jndt78fkly,Neutral,Negative
anjanaomkashyap yehi chij aap par bhi lagu hoti hai patrakar madam sahiba jis tarah se aap vipaksh ki bakhiya ud t co e4nf7llm7g,Negative,Neutral
kunal tumse na ho paega kunalkamra88 t co adzzom84oz,Negative,Neutral
ajjj mujay andaza hua k dill ko lgnaye walay ghumou m x xb x bra ghum baiii ka h allah kbhi b kixi ko b uxk b t co clseur2gmw,Positive,Neutral
vande matharam we have great hope in the young and grassroot workers t co a3tpznc5nu,Positive,Neutral
rt mytatts youkiss riley nia happy bday jit hope you enjoy it and be lit af,Neutral,Positive
rssurjewala incindia janab isse kuch nahi hoga desh bhakt bano vote ki rajniti khatam karo desh hit me kaam karo t co bhu8u7qjcz,Positive,Neutral
this is call a proper squad training yappi but sorry live nahi kr paya q ki net khatm ho gya yaro,Neutral,Negative
icc india ko harao aur trophy le jao taptanoffal to ati hai pal inji bai ne taha hai sale match thailne hain t co zndpbknmv5,Negative,Neutral
thesamirabbas toibhopalnews kyun humlog ye hindu aur musalman ki rat laga kar jhagda karte hain main hindu hun a t co mwr1fktnwh,Neutral,Negative
rt zeekayfilms talash pakistan kay har ghar ki kahani thank you muftay for a well researched preview featurefilm zeekayfilms coming,Negative,Positive
mariama60708888 tubaatweets aamirliaquat bhai sirf mere nhi pure pakistan ke hain tm jasy choti soch wali ko koi mun nhi lagata,Negative,Neutral
when atif aslam said koi apna nahi gham ke maaray hain hum i feel that,Positive,Neutral
adishankaraa ankahi don't worryhinduism cannot be removed or vanishedadharma ki aaj tak jeet nahi hui hai log t co 4a978lh3m8,Negative,Neutral
iiiushiii is bsdwale ne kabhi ye bataya ki jo kisano ka karz maaf hota hai binaa bhage uska socialisation of loss hota hai ki nahi,Negative,Neutral
arvind ji enough is enough now it's unbearable chate kya ho aap ki janta aapke against me raod pe utar aapke aam a t co 8wji7vg956,Negative,Neutral
plis follow burhansayss interactive bomb tweets good humour follow back bhot acha banda hai must follow burhansayss,Positive,Neutral
ali muhammadpti aap ki bat taik mager is waqat jab pakistan har taraf sy sazish ka samna hay humain national recon t co kx6nzhx2sa,Neutral,Positive
dil garden garden ho reiya ha bhtt maja a reiya ha t co e5ckcub3of,Positive,Neutral
soni creations funny show pak ke toh hote hi nahi hain koi telefilm dekh lo i've heard ' khaana khud garam karlo ' is nice and funny,Negative,Positive
ektaravikapoor sneharajani ramkapoor harneetsin taranaraja jaikalra sumona24 positivemitu i really love thi t co xvuewlpbne,Neutral,Positive
rt terrytselane what a great pity that an organization i dedicated my life for for almost 20 years of my life is unable to confirm that,Neutral,Negative
ye nishant kaun hai samjh nahi aata ye kiski side say bol rha hai sala bada resourceful hai everyday kisi n kis t co eugumlts9i,Neutral,Positive
anjanaomkashyap anjana ji desh me berozgaari ki bahot badi samasya hai sab chaipakode etc bechane lag gaye to k t co tlijpfktly,Neutral,Negative
javedchudhry ahsaniqbalmna aur pakistani media per nach gana bhi band hona chahiye raat 12 bajey tamam tv channels band honey chahiye,Negative,Neutral
bhupeshbaghel jaise ki hamare gaon mein lalpur lohar basti mein ek transformer lagai gayi hai 2 4 saal pahle jab t co yaljkaqzf4,Positive,Neutral
rt anjaliicreation f to ahmad acha batao ahmad voh ladka jyada pyara hai yaa main ahmad aap f hehehe b voh jab mahira ko jyada pyari,Neutral,Positive
hathwalathakur prince khanji malala she is not bad bro atleast gaddar toh nahin hai na jaise humhare desh mein t co tijtdlg3rx,Negative,Neutral
shefvaidya reallyswara aamaadmiparty arvind kejriwal ji swara ko ek ticket dena plz kitni mehnati karti hai a t co nzwgrrbyrw,Neutral,Positive
badtaemiz hayeee u finally did it jahangir bhai ka jalwa toh dekho t co mryudt9qmg,Positive,Neutral
taniaalia hi taniaalia feyn here thank you for your feedback we really appreciate it,Neutral,Positive
rt nakbicara istikhara is real you seek from allah and he gives you when youre ready for it it might be hurt for a while but you know,Neutral,Positive
rt pablocarrozza llevalo al tottenham de pochettino a la isla maciel y te aseguro que no sale del vestuario ni a reconocer el campo de ju,Positive,Neutral
niraj dwivedi yogrishiramdev arre baawle teri hi aankhein band thi lagta hai 2 saal se twiitter check kar le b t co tcy2mp5wjv,Neutral,Negative
waglenikhil rotudu wagle ha ha ha i am enjoying this even more than i enjoyed the election victory parasite t co oygq7atokj,Negative,Positive
pledgeagainstcorruption good morning sohne pyare satguru ji bless me pita ji gurmeetramrahim ji,Neutral,Positive
lakh di laanat nebla g his love0 heartkicker safa lg786 samcasm7 jaivi3590 bsdka sochke nhi bolta bc,Negative,Neutral
nimrahere nahi nahi tum ney bohat khaufnaak baat ki hai i'll tag her and watch you two fight arsa hogaya phadday nahi dekhay,Negative,Neutral
ppbajpai pmoindia amitshah ye hrudaya parivartan kaise anyways nice to see you back,Positive,Neutral
varunfc hm but iss year england ko underestimate mt kro endgame sbse dangerous team h iss wc ki,Positive,Negative
dula bana photographer koi hamare iss handsome dule ka bhi photo kicho ishqsubhanallah tco 5z36ijzxda,Positive,Neutral
pta nahi i never had lol join karke aur top position pe pahunch ke job chodna is sthg big humein mili h t co yxbfuk0j8d,Negative,Neutral
franticladki ye log 10th standard tak tamil compulsory kar diye wo nhi dikhta unhein aur exams chal rahe to ab t co rt7sqgzfxm,Neutral,Negative
4 4 1 9 hiiiiiiiii new moot i hope we get close soon,Positive,Neutral
raat to waqt ki pa'band hai dhall jaye gi dekhna yeh hai charaghon ka safar kitna hai t co rdu1pwdv56,Positive,Neutral
shivang34461361 prakashjavdekar drrpnishank inse koi bhi ummid nhi ki ja sakti ye sarkar rozgaar dene ke mood me t co rdvrkp2zr4,Negative,Neutral
pakpassion rizwan bhai kis tuk mein uski jagha banti hy azharali is way perfect than him,Neutral,Positive
ranaayyub aap jitna bjp ko hate karogi utna bjp aagey badegi aap or mamataofficial mai koi farq nai,Negative,Neutral
islam ka dehshat gardi se koi talluq nahi oic kashmir or palestine k awam ka sath day muslim dunya k khilaf mazali t co qirnfd6qz6,Neutral,Negative
anjanaomkashyap asli me janta khaskar nai pidhi jyada jagrook aur samajhdar ho chuki haiachhe kharab bure ka an t co c1hn8ptvmx,Neutral,Negative
rt indiannaeem anupampkher is pr 7 mukaddme darj h cristian graham stance ko un k bachho k sath jalane ka mukaddma bhi h,Neutral,Negative
it from home or in person someday if i m that lucky haha i hope you spent today the way you wanted to spend it t co uewxrfhydc,Neutral,Positive
immak02 ye hindu hindu kya laga rakha hai re bc isliye muze is victim pe taras nahi aa raha hai jai shriram still proud to be hindu,Positive,Negative
rt fr suman tarekfatah tarek sahab you have brought up very relevant issue you have great empathy ability to feel for others appreci,Neutral,Positive
aj baba ram dev keh rahe hai ki tisare bache ka vote nhi hona chiye fir kal kahege kam pade likh ko vote ka adhikar t co qojhh04ccb,Negative,Neutral
rt agerwalnidhhi mujhe bhi aapse bahut baatein karni hai you are also very very cute haha thank you so much milo mujhe you made,Neutral,Positive
rt ompraka73432358 notobaccoday sant rampal ji maharaj is acquainted with mangal knowledge and millions of families are living free of,Neutral,Positive
pakistan ki bar bar duhai dene wali bjp kyu evm se chunaw krwate hai jb ke pakistan me beletpepar se chunaw t co l7v3dmt7hn,Neutral,Negative
rt thegrandgeekg it s our 100th episode we have some of our favorite interviewees throughout the years that we catch up on we talk to f,Positive,Neutral
theskindoctor13 atheist krishna dr saab nhin aisa mat kariye daaru lever ke lite khara b hota hai,Neutral,Negative
sir outsourcing services ko band krne or vibhago me lgge lakho computer opretaro ko thekdaaro ke shoshan se mukt ka t co fdchgupoty,Neutral,Negative
cricketaakash ek chehra hai jo mere ankho ke samne baar baar aati hai early to morning mera dil ka sukoon tha o t co 4k4okbpiuq,Positive,Neutral
rt realistic ali ek lrki ko jitna b special feel kra lo warti wo usi k andr ha jisky upr uska dil aaya hua hota ha chahy wo chwal tareen,Negative,Positive
sherryontopp manzil mile na mile par haan kutte zarur bhoknte hain aur manzil pe jaane waalon ko bhonk bhonk ke r t co kbty28iulw,Neutral,Negative
vineet4bjp bhai khana kha raha hai ho sakta hai koi majburi rahe ho kisi ko pasand nahi lunch public transport main krne ka,Positive,Neutral
congratulations to mr maga a the proud owner of this single story home thank you for your trust t co wgojgqnmiv,Neutral,Positive
patel3421 bbchindi cp4bhai esa lgta hai jese hinduo ki jaan ki koi kadar hi nhi vo aravind kejriwal cricket t co 7sbhhizdmo,Neutral,Negative
rt abu shalwar abhi pak ki bowling rehti hai abhi se dil har gaye musalmano hope for the best guys cwc19 we will win ia pakvswi,Negative,Positive
waah kisi ne khub likha ke shama khud ko jala ke jaha ko roshan kardeta hai fir kiya tha apne aapne aap ko ba tco nxrcxp7ssw,Positive,Neutral
best friend bus wohe hai jisky liye teacher yeh sub kahy tum donun ka kucch ni houskta iske saath ghoomna band kr t co ozqjic4uol,Positive,Neutral
oneharyanaoffcl shame shame on these policemen hamara samaaj kidhar ja raha hai hamare sanskar kahan kho gaye t co xzdfa0qevv,Neutral,Negative
tarekfatah sir ultimate troll hai ye too good sleeping dress ha ha ha in pakistan everything is imported t co 3iumckg0lc,Negative,Positive
awasthis rahulgandhi incindia maa aakhir maa hoti hai kitna bhi nalayak etc ho to bhi wah maa ke liye lal hai t co keuucuqvsw,Negative,Positive
mohammadsanazir aajtak abey bhopu wo media ne nhi air marshal ka bayan h facts check kar,Negative,Neutral
ipsinghsp tum bjp ka apman krke jnta ka apman kr rhe ho agr modi ji ne jnta ka vishvas nhi jita hota to bo dubara t co 5nabmjtgtw,Neutral,Negative
timesofindia ramzade ki sarkar yaa haraamzade ki sarkar the lady was not at all wrong afsos haramzado ki sarkar nahi bani,Negative,Neutral
narendramodi dear modi ji modi ji humar bokaro city bijili ki kafi samshaya hai aaj mai aap sai bahut angry hu q tco n6jovj2nrj,Negative,Neutral
aajtak gandhi pariwar ko chodkr congress walo ko modi jsa neta dudna chaye tabhi congress ka sudhar hoga wrna 20 t co gb7rksmznt,Neutral,Negative
hittsvora rishibagree kahan jayegi bechari ab to mallya bhi nahi raha desh me,Neutral,Negative
unnis m shashitharoor modi bjp india pray that rahul gandi never leaves his post he does more for bjp than e t co 2qw5ac0xd3,Negative,Positive
beingsalmankhan bhaijaan ji please mein apka bahot bahot bada fan hoon please meri jindagi bachalijiye please mein t co y4sxtj6duo,Neutral,Positive
akhilanant ye kon sa song h btw yhi bta ri k relatble lgne lgta,Positive,Neutral
pakistan k pas harne k siwa koi dusra option nahi hoga kaptan ne england ko khbardar kr dia sarfaraza 54 realpcb live icc worldcup,Positive,Neutral
rt iseyskyr sey skyr is always a good idea especially on a friday p s sey skyr is high in protein naturally fat free smooth,Neutral,Positive
frustrated me dobara mt pchna yup twistooo rubber like not gud for health,Positive,Neutral
like how dedicated her fans are sonam ne toh drug addict ka role bhi nahi kiya jo yeh log itna inspire hokar 2 rs nasha karne lage,Negative,Neutral
rt xshaikha amouliias a7laaa ou a6yaaab aamal so grateful i got to know you this year you re truly a blessing thank you for,Neutral,Positive
rt sed potatoo jisay hamsay milna gawara nahi wo hamsay mila na karay is a whole damn mood,Negative,Positive
news24tvchannel sakshijoshii vinod bansal syedzafarbjp kiyu ki media ne bhagwan ko bhi brand bana kr rakh diya hai,Negative,Neutral
reallyswara tujhe bhi bahut logo ne shraap diya hai teri lutiya bhi doobegi same like dhobi ka kutta na ghar k t co tvs5gkrvjp,Neutral,Negative
bookmyshow beingsalmankhan aliabbaszafar skfilmsofficial dil todke na jawo aisa love na milge hum jaisa aapko i t co x7pdqravbw,Neutral,Positive
i do lanat on kroenke every time he comes into my mind by allah lanat on this becouf this kuteh this khombokt das hazaar time,Negative,Neutral
darmashkian dhee raj reddy bej vikash gabbarsanghi curryputtar they dont have influence over modi shah,Positive,Neutral
rt pankajsonar784 sonamjain001 jitni bahutmat se chunav jita he uss hisab se toh pure india me ek tum hi intellectual ho baki toh school,Neutral,Positive
gitca3000 eating panipuri at night is not bad problem is expecting all should eat panipuri tnagainsthindiimposition,Positive,Neutral
manakgupta nayakragini priyankac19 5 saal tak ab yahi dekhna hai mahngai rozgaar gdp ki koi baat nahi karega hin t co bgeifepmiw,Neutral,Negative
indiatoday ye temple aur isme jo paisa h ye kya tumhara baap rakh kr gya h why don't you give money from your p t co yqb5n81ra0,Negative,Neutral
rt romamatto shehryar taseer salmaantaseer happy birthday to your shaheed baba who spread the message of humanity being a great human,Neutral,Positive
neptunesmonster nahi nahi aise kaise uss ko toh koi aur kaam he nahi hai na its normal even id does not tex t co aeggwafsdd,Neutral,Negative
hardikpatel pankhuripathak rahulgandhi sir aapne congress party ka is desh mai koi kamie nahi hai aaj bharat t co aozpsclx1u,Neutral,Positive
rssurjewala kabhi pappu kabhi pappu ki ma juka juka suje mu wala ki gardhan bhi suj gaye log ko tao pehal t co gdbopf5g0y,Neutral,Negative
ham boy's yahe thinking karta hai ke kas mara life ma koe gf rahte our mave uska sath pyara sa jindagi betata love t co ey1v55uehx,Positive,Neutral
if anyone want to say tum jeeto yah haaro humain tm se pyar hai can suck my dick i won't mind ty,Negative,Neutral
qutubowaisi congress ki ideology kuch b ho lekin bjp se achi rahegi aur congress hi aisi party h jo bjp ko pur t co vxcyv6jkay,Negative,Neutral
padmajajoshi ab hindu logo ko bhi chahiye ki wo bhi jab hindu muslim matter ho to wo victim card khele meri fami t co bmgethb42c,Negative,Neutral
wildedo0lf anoopparashari kavita sharma4 abye chutiya ye choti chaddi gang krti hai muslamn nhi lgao uspr ki o t co x9p7hkp5fr,Neutral,Negative
whosunilgrover mehenga pad gya aapko sir ji tohfa dena par it was a very good way of gifting,Negative,Positive
srabantismile i am your fan and never miss your film in jalsha movie ie fande poriya boga kande re kelor kirtii just fata fati,Positive,Neutral
debi ann joebiwan94 scripp0 philhayman2 everyone who disagrees is a bot hurrr durrrr russians and nazis and shit,Neutral,Negative
miftahismail khawajamasif lanatullahi alal kazibeen johooton par allah ki lanat chor ka gawah thaq what a coincidence,Negative,Neutral
rt cara1una imagine not have a crush on kehlani some of you bitches must be dumb for not thinking kehlani is the most beautiful woman on,Positive,Neutral
